ID,application_date,generic_score,generic_score2,generic_score3,generic_score4,income_trend_score,indebtedness_score,loan_amount,loan_term,aggregator_group,age,region,social_accounts,social_score,job_sector,associate_flag,mortgage_flag,num_searches,num_accounts_closed,num_transactions,num_pi_records,num_months_pi_recorded,num_defaults,num_months_since_last_default,num_settled_good,num_settled_good_l6m,num_delinquents,num_of_revolving_accounts,outcome
42691,2020-06,713,528,287,0.92,-0.98,26,7500,60,Best Loans Warehouse,30,North West,0,19,2.0,1,1,0,2,6.0,0,0,0,0,9,6,0,3,0
21840,2021-11,912,901,958,1.17,0.08,8,7000,24,Best Loans Warehouse,23,South East,2,32,1.0,0,0,-2,1,86.0,0,0,0,0,1,0,0,1,0
47002,2020-08,908,1038,470,-1.17,0.06,12,4000,60,Best Loans Warehouse,36,East of England,4,84,2.0,1,1,-2,2,87.0,0,0,0,0,6,0,0,2,0
40382,2020-09,937,623,907,1.21,0.21,8,1500,36,Other,55,North West,2,59,6.0,0,1,0,0,22.0,0,0,0,0,1,0,0,0,0
16375,2021-09,690,567,852,0.89,-1.1,46,1500,12,Best Loans Warehouse,33,Scotland,2,48,7.0,1,0,-2,2,36.0,0,0,2,37,4,1,2,1,0
25608,2020-07,755,905,693,-0.97,-0.76,19,9000,60,Best Loans Warehouse,33,North West,5,90,2.0,1,1,0,6,,0,0,0,0,9,1,0,6,0
43291,2020-01,900,537,882,-1.16,0.01,4,10000,48,Best Loans Warehouse,52,South East,5,114,3.0,0,0,-2,2,60.0,0,0,0,0,9,4,1,0,0
29049,2021-07,1077,559,1381,1.39,0.95,4,5000,60,Best Loans Warehouse,30,Scotland,2,46,2.0,1,1,-2,4,60.0,0,0,0,0,4,0,0,1,0
15033,2021-04,639,494,75,-0.82,-1.37,26,5500,36,Best Loans Warehouse,26,West Midlands,3,56,4.0,0,0,1,4,35.0,0,0,1,37,5,2,1,2,1
21804,2021-09,1007,965,1327,-1.3,0.58,4,13000,48,Best Loans Warehouse,27,London,4,89,4.0,0,0,-2,0,60.0,0,0,0,0,6,3,0,0,0
54051,2021-02,480,1320,294,-0.62,-2.22,46,8000,24,Best Loans Warehouse,54,London,0,16,2.0,0,0,0,2,53.0,0,0,1,15,1,0,2,5,0
14747,2020-08,1318,499,1792,-1.7,2.23,0,12000,60,Best Loans Warehouse,44,South West,5,101,1.0,1,1,-2,2,69.0,0,0,0,0,3,1,0,1,0
40146,2021-06,677,676,747,0.87,-1.17,12,2000,24,Best Loans Warehouse,23,Wales,2,56,3.0,0,0,0,0,21.0,0,0,0,0,0,0,0,0,0
33339,2020-08,701,594,741,-0.9,-1.04,16,10000,36,Best Loans Warehouse,61,North East,1,36,8.0,1,1,-2,1,69.0,0,0,2,58,3,1,3,1,0
45190,2021-02,538,704,930,-0.69,-1.91,46,3000,36,Best Loans Warehouse,31,East Midlands,4,64,9.0,1,1,-2,2,35.0,0,0,0,0,1,1,0,2,0
14316,2021-07,982,616,706,1.26,0.45,12,2000,36,Best Loans Warehouse,23,West Midlands,4,58,6.0,0,0,0,0,32.0,0,0,0,0,4,3,0,0,0
15807,2020-06,997,742,1477,-1.28,0.53,2,10000,36,Best Loans Warehouse,48,London,3,49,1.0,1,1,1,0,85.0,0,0,0,0,9,3,0,4,0
15173,2021-05,1057,927,785,-1.36,0.85,4,10000,48,Best Loans Warehouse,36,North West,6,109,2.0,0,0,-2,3,36.0,0,0,0,0,3,1,0,2,0
53720,2020-03,812,592,1342,-1.05,-0.45,12,2000,18,Best Loans Warehouse,23,Yorkshire and The Humber,1,38,2.0,0,0,0,1,23.0,0,0,1,32,4,3,1,1,0
36911,2020-05,946,886,418,-1.22,0.26,2,10000,48,Best Loans Warehouse,46,South West,3,79,2.0,0,0,-2,3,57.0,0,0,0,0,0,0,0,2,1
21038,2021-01,783,484,751,1.01,-0.61,12,2000,30,Best Loans Warehouse,52,South West,1,28,1.0,0,0,-2,3,7.0,0,0,2,66,1,1,2,3,0
21080,2020-01,1041,593,1213,-1.34,0.76,1,5000,60,Other,32,East of England,3,51,2.0,1,1,0,2,49.0,0,0,0,0,9,4,0,0,0
44117,2020-07,1039,741,713,-1.34,0.75,0,8000,60,Best Loans Warehouse,52,Yorkshire and The Humber,3,42,5.0,1,1,-2,0,42.0,0,0,0,0,4,1,0,1,0
18813,2020-03,1052,748,824,-1.35,0.82,3,13500,60,Loan Saving Expert,40,West Midlands,6,90,1.0,1,0,-2,0,47.0,0,0,0,0,9,3,0,4,0
27460,2021-10,855,548,1115,1.1,-0.23,16,7000,60,Best Loans Warehouse,55,East Midlands,0,17,2.0,1,1,-2,1,99.0,0,0,0,0,9,5,0,0,0
34821,2021-12,850,559,1346,-1.09,-0.25,8,15000,60,Loan Saving Expert,32,East Midlands,6,114,2.0,1,1,0,2,36.0,0,0,0,0,9,8,0,3,1
53428,2020-01,799,811,1029,1.03,-0.52,26,18000,60,Best Loans Warehouse,27,West Midlands,3,72,2.0,1,1,-2,4,49.0,0,0,0,0,9,4,0,1,0
37117,2020-06,909,860,1139,-1.17,0.06,8,6000,60,Best Loans Warehouse,32,East Midlands,4,99,9.0,1,0,-2,0,75.0,0,0,0,0,5,1,0,3,0
48736,2020-04,1209,694,1377,1.56,1.65,0,7500,60,Best Loans Warehouse,35,Scotland,1,33,5.0,1,1,-2,0,26.0,0,0,0,0,6,1,0,1,0
49995,2021-08,792,815,302,1.02,-0.56,12,5000,48,Best Loans Warehouse,57,North West,6,104,9.0,1,1,2,1,46.0,0,0,0,0,9,6,0,5,0
46261,2021-06,769,726,673,0.99,-0.68,12,5000,60,Other,35,South East,2,58,,1,1,0,0,40.0,0,0,0,0,9,4,0,3,0
52174,2020-06,1273,941,883,1.64,1.99,0,15000,60,Other,41,West Midlands,3,54,9.0,1,1,-2,4,96.0,0,0,0,0,3,0,0,2,0
36607,2021-02,657,1276,807,0.85,-1.28,16,5000,18,Best Loans Warehouse,39,London,0,19,1.0,1,0,-2,6,10.0,0,0,0,0,5,2,0,3,0
25250,2020-09,628,938,642,-0.81,-1.43,26,5000,24,Best Loans Warehouse,47,West Midlands,6,97,6.0,0,0,0,2,47.0,0,0,0,0,0,0,0,0,0
26491,2020-07,1193,708,773,-1.54,1.57,1,10000,36,Other,39,Yorkshire and The Humber,2,32,2.0,1,1,-2,3,96.0,0,0,0,0,6,0,0,1,0
43255,2020-08,1019,823,1203,1.31,0.64,4,7000,36,Best Loans Warehouse,55,Wales,1,21,6.0,1,0,-2,6,0.0,0,0,0,0,0,0,0,2,0
16944,2021-05,1103,746,1569,-1.42,1.09,2,15000,30,Best Loans Warehouse,38,East Midlands,6,88,4.0,1,1,-2,0,8.0,0,0,0,0,9,1,0,2,0
56304,2020-01,719,537,337,-0.93,-0.95,26,2000,18,Best Loans Warehouse,27,East Midlands,1,20,3.0,1,1,-2,6,,0,0,0,0,4,1,0,2,0
23529,2021-08,740,629,1260,0.95,-0.84,12,5000,36,Best Loans Warehouse,32,East Midlands,6,116,1.0,0,0,0,3,96.0,0,0,1,39,9,4,1,2,0
53984,2020-07,777,646,1335,1.0,-0.64,16,7000,48,Other,32,South East,4,71,3.0,0,0,-2,4,,0,0,1,69,8,2,1,2,1
47592,2020-11,709,624,1237,0.91,-1.0,16,4500,60,Best Loans Warehouse,48,North West,0,11,5.0,0,0,-2,0,,1,71,0,0,6,1,1,4,0
26887,2020-12,683,781,793,0.88,-1.14,16,7000,60,Best Loans Warehouse,31,London,1,24,4.0,0,0,0,2,74.0,0,0,0,0,4,0,0,4,0
52583,2020-07,1036,526,1548,1.33,0.73,2,2500,36,Best Loans Warehouse,44,East Midlands,2,56,3.0,0,0,-2,4,77.0,0,0,0,0,8,2,0,4,0
13225,2021-03,833,753,1135,-1.07,-0.34,4,5000,24,Best Loans Warehouse,36,East Midlands,6,76,4.0,1,0,-2,5,34.0,1,12,0,0,2,0,0,1,0
14768,2020-12,654,624,262,-0.84,-1.29,57,3000,12,Best Loans Warehouse,36,London,5,106,2.0,1,1,0,0,,0,0,0,0,9,2,0,2,0
54314,2020-01,1097,832,795,-1.41,1.06,4,1500,12,Best Loans Warehouse,35,Scotland,5,63,3.0,0,0,-2,6,6.0,0,0,0,0,6,0,0,1,0
39182,2021-03,886,521,576,-1.14,-0.06,6,2000,36,Best Loans Warehouse,25,North East,2,43,2.0,0,0,0,1,60.0,0,0,0,0,3,0,0,1,0
31512,2020-02,900,1234,886,-1.16,0.01,-2,20000,48,Best Loans Warehouse,41,North West,2,38,2.0,0,0,-2,7,40.0,0,0,2,49,9,4,2,0,1
30785,2020-05,969,558,701,1.25,0.38,1,4000,36,Best Loans Warehouse,41,North East,6,74,8.0,1,1,0,6,28.0,0,0,0,0,6,3,0,3,0
13770,2021-10,1125,472,619,1.45,1.21,2,2000,18,Best Loans Warehouse,56,West Midlands,6,122,4.0,1,1,-2,5,89.0,0,0,0,0,4,2,0,3,0
33665,2020-09,1058,555,934,1.36,0.85,2,10000,60,Best Loans Warehouse,57,East Midlands,5,96,5.0,1,1,-2,0,41.0,0,0,0,0,7,5,0,3,0
27129,2021-12,966,666,378,1.24,0.36,2,2000,18,Best Loans Warehouse,22,South East,4,92,2.0,0,0,-2,2,65.0,0,0,0,0,7,3,0,1,0
28274,2021-09,932,543,1258,-1.2,0.18,2,5000,36,Best Loans Warehouse,50,North East,2,45,9.0,1,1,-2,0,64.0,0,0,0,0,9,1,0,3,0
26360,2020-04,1006,841,1310,-1.29,0.57,6,8000,48,Best Loans Warehouse,24,South West,2,48,3.0,1,0,0,0,83.0,0,0,0,0,4,2,0,1,0
25877,2020-08,685,538,825,0.88,-1.13,26,2000,24,Get Loans Marketplace,34,London,1,32,,0,0,-2,4,35.0,0,0,0,0,9,3,1,2,0
22155,2021-10,900,710,1396,-1.16,0.01,3,5000,48,Other,44,East Midlands,6,93,6.0,0,0,-2,1,31.0,0,0,0,0,3,0,1,2,0
53856,2020-09,826,813,1198,1.06,-0.38,2,10000,60,Other,27,North West,0,18,7.0,1,1,0,1,59.0,0,0,0,0,9,5,1,5,0
44447,2021-07,900,616,720,1.16,0.01,0,4500,36,Best Loans Warehouse,46,Yorkshire and The Humber,6,126,7.0,1,1,1,1,87.0,0,0,0,0,5,0,1,2,0
52970,2020-07,679,482,407,0.87,-1.16,16,3000,30,Best Loans Warehouse,22,South East,2,55,5.0,0,0,0,2,50.0,0,0,0,0,3,1,0,1,0
41363,2021-01,1302,868,1374,-1.68,2.15,1,15000,48,Best Loans Warehouse,43,South West,4,58,2.0,1,1,-2,2,78.0,0,0,0,0,6,1,0,2,0
32245,2020-06,900,615,682,-1.16,0.01,3,1500,18,Best Loans Warehouse,27,East Midlands,3,78,8.0,0,0,-2,3,43.0,0,0,0,0,3,2,1,1,0
52723,2020-04,877,579,703,-1.13,-0.11,4,3000,24,Loan Saving Expert,25,South East,4,99,3.0,0,0,1,5,61.0,0,0,0,0,9,1,0,1,0
34258,2021-10,855,660,1015,-1.1,-0.23,8,6000,36,Best Loans Warehouse,35,North West,3,71,7.0,0,0,-2,3,82.0,0,0,0,0,1,0,0,1,0
38390,2021-03,852,727,1406,-1.1,-0.24,12,15000,60,Best Loans Warehouse,49,North West,3,66,1.0,1,1,0,4,,0,0,2,28,3,2,2,4,0
20503,2020-11,937,551,813,1.21,0.21,4,5000,36,Best Loans Warehouse,26,East Midlands,4,72,8.0,1,0,-2,0,22.0,0,0,0,0,3,1,0,0,0
29749,2021-05,660,538,1122,0.85,-1.26,26,8500,36,Best Loans Warehouse,37,Yorkshire and The Humber,4,92,3.0,0,0,-2,2,54.0,0,0,0,0,9,1,0,3,0
17403,2020-02,864,683,426,-1.11,-0.18,6,15000,60,Loan Saving Expert,43,East of England,1,39,2.0,0,0,-2,4,38.0,0,0,0,0,9,1,0,2,0
52825,2020-11,844,996,1252,-1.09,-0.28,5,10000,36,Loan Saving Expert,47,East of England,3,53,1.0,0,0,0,0,72.0,0,0,0,0,3,0,0,1,0
24194,2020-08,1044,1028,846,-1.34,0.78,3,24000,60,Best Loans Warehouse,46,South West,5,115,1.0,1,1,-2,2,84.0,0,0,0,0,9,3,0,2,0
15357,2021-04,1182,1096,1588,1.52,1.51,-2,5000,36,Best Loans Warehouse,28,South West,0,10,3.0,0,0,-2,6,23.0,0,0,0,0,3,2,0,0,0
54906,2021-02,769,719,241,-0.99,-0.68,8,15000,24,Best Loans Warehouse,43,London,0,15,1.0,1,0,0,6,95.0,0,0,0,0,9,2,0,4,0
18785,2020-12,709,493,1285,-0.91,-1.0,46,3000,12,Best Loans Warehouse,43,South West,3,47,3.0,1,1,1,1,33.0,1,59,5,46,7,0,5,3,0
40494,2021-05,778,610,528,1.0,-0.63,6,8000,48,Best Loans Warehouse,29,London,5,102,1.0,0,0,-2,1,4.0,0,0,0,0,8,3,0,1,0
35094,2020-12,1250,506,1738,1.61,1.87,0,10000,60,Best Loans Warehouse,52,London,5,89,2.0,0,1,-2,5,28.0,0,0,0,0,2,0,0,0,0
27794,2020-02,753,513,1291,-0.97,-0.77,5,8000,30,Best Loans Warehouse,38,Yorkshire and The Humber,3,40,6.0,0,0,-2,6,80.0,1,50,0,0,5,1,0,2,0
32954,2020-03,287,724,87,-0.37,-3.24,91,5000,24,Best Loans Warehouse,26,Yorkshire and The Humber,3,49,1.0,1,0,-2,6,15.0,1,17,7,21,4,0,9,0,0
27974,2021-01,908,650,1386,-1.17,0.06,-2,15000,36,Best Loans Warehouse,28,North West,6,132,1.0,0,0,0,5,53.0,0,0,0,0,0,0,0,0,0
17822,2020-03,728,635,1220,-0.94,-0.9,16,8000,60,Best Loans Warehouse,50,Wales,3,68,8.0,1,0,-2,0,27.0,0,0,0,0,4,0,0,3,0
25930,2020-12,796,660,982,1.02,-0.54,30,2500,24,Best Loans Warehouse,27,Yorkshire and The Humber,4,90,3.0,0,0,0,5,49.0,0,0,1,17,9,7,2,0,0
23469,2020-03,801,640,1393,1.03,-0.51,16,3000,24,Best Loans Warehouse,24,North West,3,69,4.0,0,0,-2,6,14.0,0,0,1,51,6,3,1,2,0
47567,2021-11,604,581,788,-0.78,-1.56,30,7000,60,Best Loans Warehouse,50,Wales,3,69,3.0,0,1,-2,1,40.0,0,0,1,63,2,1,1,6,0
35682,2020-10,851,726,1131,1.1,-0.25,4,10000,60,Best Loans Warehouse,39,London,4,52,6.0,0,0,0,5,53.0,0,0,0,0,6,2,0,4,0
37900,2020-08,900,511,938,1.16,0.01,10,2000,60,Other,34,East of England,2,30,4.0,0,0,-2,6,37.0,0,0,1,61,9,5,1,1,0
40639,2021-10,1000,568,1504,-1.29,0.54,4,8000,60,Best Loans Warehouse,37,West Midlands,3,61,6.0,0,0,-2,3,58.0,0,0,0,0,1,1,0,1,0
44248,2020-06,1170,576,998,-1.51,1.44,1,7700,36,Loan Saving Expert,46,South East,6,70,2.0,0,0,-2,1,27.0,0,0,0,0,3,0,0,1,0
27161,2021-10,513,693,383,0.66,-2.04,46,2000,12,Best Loans Warehouse,50,West Midlands,6,106,6.0,0,0,1,5,13.0,0,0,0,0,8,8,0,2,0
49165,2020-11,902,737,862,1.16,0.02,8,6300,48,Best Loans Warehouse,26,South East,2,52,2.0,0,0,0,0,59.0,0,0,0,0,9,2,0,2,0
20620,2020-06,1106,547,886,1.42,1.11,0,12000,60,Other,53,East of England,0,11,3.0,0,0,-2,2,51.0,0,0,0,0,6,1,0,1,0
28233,2020-02,752,771,168,-0.97,-0.77,19,5000,48,Get Loans Marketplace,49,West Midlands,6,74,,0,0,-2,2,48.0,0,0,0,0,2,0,0,0,0
48035,2020-01,546,732,64,-0.7,-1.87,64,1500,18,Best Loans Warehouse,22,Yorkshire and The Humber,6,82,4.0,0,0,-2,3,,0,0,3,17,3,0,3,0,0
51456,2021-06,859,483,707,-1.11,-0.2,12,5000,60,Best Loans Warehouse,44,South West,6,93,8.0,0,0,-2,6,51.0,0,0,0,0,1,1,0,5,0
19647,2020-03,1016,587,1568,-1.31,0.63,2,15000,48,Best Loans Warehouse,36,London,2,40,1.0,0,0,0,3,4.0,0,0,0,0,6,4,0,1,1
49486,2020-06,1066,505,802,-1.37,0.89,2,5000,36,Best Loans Warehouse,52,Yorkshire and The Humber,5,80,8.0,0,0,-2,4,29.0,0,0,0,0,4,1,0,4,0
17326,2021-06,992,643,1088,-1.28,0.5,6,5000,48,Best Loans Warehouse,53,South East,5,106,1.0,1,1,-2,1,44.0,0,0,0,0,0,0,0,2,0
14874,2021-12,658,595,940,-0.85,-1.27,26,7500,60,Get Loans Marketplace,43,Scotland,6,111,,1,0,-2,3,25.0,0,0,0,0,9,6,0,4,0
42527,2020-11,1062,926,788,1.37,0.87,1,15000,60,Best Loans Warehouse,47,West Midlands,3,66,1.0,1,0,-2,3,44.0,0,0,0,0,9,3,0,0,0
55370,2021-07,1018,756,1256,1.31,0.64,2,5000,60,Loan Saving Expert,51,North West,6,122,1.0,0,0,-2,3,21.0,0,0,0,0,5,1,0,1,0
36927,2021-06,935,542,1373,1.2,0.2,4,7000,60,Other,57,South East,3,62,,0,0,-2,1,56.0,0,0,0,0,6,1,0,4,0
51600,2020-01,741,676,1235,0.95,-0.83,12,2000,36,Best Loans Warehouse,45,Wales,2,46,1.0,1,1,-2,3,27.0,0,0,0,0,8,3,0,5,0
35405,2020-01,887,533,1405,-1.14,-0.06,46,8000,36,Best Loans Warehouse,28,Yorkshire and The Humber,4,62,7.0,0,0,-2,3,68.0,1,66,1,59,9,1,1,0,0
45002,2020-10,888,591,342,1.14,-0.05,3,5000,30,Best Loans Warehouse,48,South East,5,102,1.0,1,1,-2,4,70.0,0,0,0,0,9,3,0,3,0
27420,2021-07,740,602,1030,-0.95,-0.84,16,3000,36,Best Loans Warehouse,28,North East,6,109,5.0,1,1,-2,3,48.0,0,0,0,0,6,3,0,0,0
41428,2020-05,845,678,659,-1.09,-0.28,2,1500,18,Best Loans Warehouse,23,North West,4,86,9.0,1,0,0,6,54.0,0,0,0,0,3,2,0,1,0
16370,2021-10,729,799,1067,0.94,-0.89,46,2000,24,Best Loans Warehouse,42,South East,1,23,2.0,1,0,-2,3,33.0,0,0,1,16,9,1,1,3,0
31216,2020-08,719,754,315,-0.93,-0.95,12,5000,36,Best Loans Warehouse,28,West Midlands,6,99,9.0,0,0,-2,6,43.0,0,0,0,0,4,1,0,4,1
51133,2020-01,997,859,1247,1.28,0.53,4,20000,60,Best Loans Warehouse,47,Scotland,5,105,4.0,1,1,-2,3,77.0,0,0,0,0,8,2,0,5,0
56200,2021-07,977,768,577,-1.26,0.42,4,1500,12,Best Loans Warehouse,25,East of England,1,25,1.0,0,0,-2,1,70.0,0,0,0,0,5,2,0,0,0
51395,2020-09,900,1368,1380,1.16,0.01,16,6000,36,Best Loans Warehouse,49,Yorkshire and The Humber,2,56,5.0,0,0,-2,6,32.0,0,0,1,58,5,1,1,2,0
37226,2021-03,738,675,1180,0.95,-0.85,26,5000,60,Best Loans Warehouse,39,South West,4,60,1.0,1,0,-2,1,36.0,0,0,0,0,9,2,0,7,0
19602,2021-01,771,1104,381,0.99,-0.67,16,5000,48,Best Loans Warehouse,31,Yorkshire and The Humber,6,133,6.0,0,0,0,6,51.0,1,28,1,37,5,2,1,1,0
19632,2021-12,1187,562,1139,1.53,1.54,1,15000,36,Best Loans Warehouse,24,North West,3,65,2.0,0,1,-2,2,67.0,0,0,0,0,7,3,0,1,0
43500,2021-02,724,919,252,0.93,-0.92,26,2000,36,Loan Saving Expert,36,Yorkshire and The Humber,1,33,9.0,0,0,0,4,80.0,0,0,2,60,9,3,2,1,0
45626,2021-04,881,703,655,-1.13,-0.09,12,23000,60,Best Loans Warehouse,34,South East,4,89,2.0,1,1,-2,2,69.0,0,0,0,0,8,6,0,4,0
20029,2020-04,1100,590,1132,1.42,1.07,1,2000,60,Best Loans Warehouse,27,West Midlands,6,89,4.0,1,1,0,5,16.0,0,0,0,0,9,4,0,1,0
52763,2021-12,1158,775,1242,1.49,1.38,2,15000,36,Other,29,North West,1,34,2.0,0,1,-2,5,92.0,0,0,0,0,2,0,0,-2,0
23150,2021-10,1085,720,693,1.4,0.99,2,1500,36,Direct,43,Scotland,5,110,,1,1,-2,2,,0,0,0,0,8,3,0,2,0
35161,2021-09,1081,905,1571,1.39,0.97,1,15000,36,Best Loans Warehouse,43,South East,3,50,3.0,1,1,-2,3,44.0,0,0,0,0,9,2,0,2,0
51292,2021-08,1062,699,1220,-1.37,0.87,2,10000,36,Best Loans Warehouse,31,London,4,59,7.0,0,0,-2,3,16.0,0,0,0,0,4,2,0,1,0
16490,2021-07,1010,891,628,-1.3,0.6,1,15000,36,Other,54,North West,6,129,2.0,0,0,0,4,1.0,0,0,0,0,9,2,0,5,0
37044,2020-07,1089,1399,1195,-1.4,1.02,4,10000,48,Best Loans Warehouse,37,South East,6,76,7.0,0,0,-2,0,57.0,0,0,0,0,6,4,0,3,0
28191,2021-07,1118,796,1150,1.44,1.17,1,7000,36,Best Loans Warehouse,33,Yorkshire and The Humber,6,105,1.0,0,1,-2,2,70.0,0,0,0,0,6,0,0,0,0
30983,2020-05,900,1280,830,-1.16,0.01,12,4000,12,Other,44,London,6,128,1.0,1,1,-2,6,69.0,0,0,1,20,9,1,1,0,0
36037,2020-10,790,560,308,-1.02,-0.57,16,2000,24,Best Loans Warehouse,35,North West,6,90,2.0,0,0,-2,5,9.0,1,57,1,47,0,0,1,1,1
54429,2020-08,915,691,979,1.18,0.09,6,10000,36,Best Loans Warehouse,39,North East,0,17,2.0,1,0,0,6,48.0,0,0,0,0,9,3,0,2,0
52391,2020-07,891,650,555,-1.15,-0.04,5,1600,18,Best Loans Warehouse,24,London,6,79,2.0,0,0,1,5,73.0,0,0,0,0,3,1,0,1,0
35575,2020-06,627,634,1199,0.81,-1.44,26,3000,24,Best Loans Warehouse,41,Yorkshire and The Humber,3,44,1.0,0,0,0,4,56.0,0,0,0,0,8,2,1,1,1
53644,2021-01,899,544,1367,-1.16,0.01,8,12000,36,Other,27,Yorkshire and The Humber,6,120,,1,0,0,1,,0,0,0,0,0,0,0,1,0
43469,2021-08,392,831,782,-0.5,-2.68,46,3000,30,Best Loans Warehouse,31,Scotland,3,74,9.0,0,0,-2,5,5.0,0,0,0,0,2,2,0,3,0
34369,2021-01,1036,559,1172,-1.33,0.73,8,3000,24,Best Loans Warehouse,41,Scotland,1,35,2.0,0,0,0,3,79.0,0,0,0,0,4,1,0,1,0
42297,2020-01,1100,577,696,1.42,1.07,2,20000,60,Best Loans Warehouse,49,East of England,1,25,2.0,1,1,-2,5,95.0,0,0,0,0,9,7,0,2,0
44590,2020-08,885,618,917,-1.14,-0.07,6,1500,18,Best Loans Warehouse,37,East of England,1,38,7.0,1,1,0,4,,0,0,0,0,9,2,0,1,0
29337,2021-03,1077,829,711,-1.39,0.95,4,4000,60,Loan Saving Expert,34,South West,3,69,1.0,0,0,-2,0,51.0,0,0,0,0,3,1,0,0,1
36713,2021-02,583,1031,611,-0.75,-1.67,26,7000,60,Best Loans Warehouse,46,London,3,69,5.0,0,0,2,6,87.0,0,0,0,0,5,1,0,2,1
17910,2021-08,900,662,1484,1.16,0.01,0,20000,60,Best Loans Warehouse,32,Yorkshire and The Humber,1,22,6.0,1,1,0,3,19.0,0,0,0,0,5,1,1,2,0
17459,2020-12,1122,590,1510,1.44,1.19,1,20000,60,Best Loans Warehouse,36,Scotland,3,62,2.0,0,1,-2,1,26.0,0,0,0,0,6,0,0,1,0
32100,2021-10,1070,521,1382,1.38,0.91,8,15000,60,Best Loans Warehouse,40,Scotland,4,86,1.0,0,0,-2,5,37.0,0,0,0,0,9,4,0,1,0
22957,2021-10,636,846,1074,-0.82,-1.39,26,3000,24,Best Loans Warehouse,23,East of England,6,74,3.0,0,0,0,0,28.0,0,0,0,0,4,2,0,2,0
16194,2021-11,1153,826,1181,1.48,1.35,1,15000,60,Best Loans Warehouse,33,South West,4,60,2.0,1,1,-2,0,25.0,0,0,0,0,9,6,0,2,0
34195,2020-06,808,1095,1290,-1.04,-0.48,12,8000,60,Best Loans Warehouse,39,South East,4,66,6.0,0,0,-2,1,2.0,0,0,0,0,2,0,0,6,0
13263,2021-04,673,955,111,-0.87,-1.19,26,3000,36,Best Loans Warehouse,27,South East,4,77,5.0,0,0,-2,6,26.0,0,0,0,0,3,2,0,2,0
18929,2021-09,1142,507,1660,-1.47,1.3,1,20000,60,Best Loans Warehouse,41,Yorkshire and The Humber,3,70,4.0,1,1,0,1,90.0,0,0,0,0,9,4,0,4,0
36568,2020-10,900,671,884,1.16,0.01,8,10000,60,Best Loans Warehouse,48,London,4,85,2.0,0,0,-2,6,8.0,0,0,1,71,9,0,2,2,0
14431,2021-06,900,836,1010,1.16,0.01,16,1500,12,Loan Saving Expert,29,East of England,1,34,1.0,0,0,0,6,36.0,0,0,1,72,9,9,1,0,0
31969,2021-07,948,577,444,1.22,0.27,5,3000,48,Best Loans Warehouse,26,South East,6,137,9.0,0,0,-2,5,16.0,0,0,0,0,9,6,0,1,1
39021,2021-12,839,816,757,1.08,-0.31,8,8000,48,Best Loans Warehouse,43,Yorkshire and The Humber,5,69,6.0,0,0,-2,0,84.0,0,0,0,0,5,0,0,2,1
49193,2020-07,1076,530,1384,1.38,0.95,1,1500,24,Other,59,North East,0,11,2.0,1,1,0,6,14.0,0,0,0,0,6,1,0,1,1
33606,2021-03,843,577,1157,1.08,-0.29,26,5000,48,Loan Saving Expert,48,Wales,3,66,2.0,0,1,0,3,43.0,0,0,0,0,9,0,0,1,0
28235,2021-08,684,701,168,-0.88,-1.13,50,8000,60,Best Loans Warehouse,44,Yorkshire and The Humber,6,101,1.0,1,1,-2,6,40.0,0,0,1,20,6,0,2,2,0
14010,2020-08,893,652,847,-1.15,-0.02,3,8500,60,Loan Saving Expert,47,London,4,67,4.0,0,0,-2,2,32.0,0,0,0,0,9,4,1,1,0
39644,2020-10,900,691,558,-1.16,0.01,0,10000,60,Best Loans Warehouse,58,East of England,0,18,1.0,1,0,0,5,42.0,3,55,0,0,1,1,0,2,0
41118,2020-09,639,730,1125,0.82,-1.37,16,5000,12,Best Loans Warehouse,37,Wales,3,48,7.0,0,0,-2,4,36.0,0,0,0,0,9,3,0,0,0
55954,2020-01,968,476,368,-1.25,0.37,4,25000,60,Other,35,South East,2,42,,0,1,0,1,94.0,0,0,0,0,8,3,0,6,0
53221,2020-09,696,585,1262,-0.9,-1.07,26,14000,60,Best Loans Warehouse,33,Yorkshire and The Humber,5,99,6.0,0,0,0,5,10.0,0,0,1,59,5,3,1,2,0
47515,2020-06,768,652,778,0.99,-0.69,26,10000,36,Best Loans Warehouse,32,East of England,4,81,1.0,1,0,-2,5,82.0,0,0,2,43,7,4,3,4,0
30239,2020-06,1009,867,513,1.3,0.59,4,9000,48,Best Loans Warehouse,29,North West,4,60,2.0,0,0,-2,5,57.0,0,0,0,0,3,0,0,3,0
47307,2021-02,1093,870,1151,-1.41,1.04,2,24000,60,Loan Saving Expert,33,North East,2,30,2.0,1,1,-2,4,97.0,0,0,0,0,9,1,0,0,0
47639,2020-01,801,631,849,1.03,-0.51,12,5000,18,Best Loans Warehouse,35,North East,0,19,1.0,0,0,-2,1,14.0,1,56,0,0,2,0,0,2,0
17004,2021-06,866,636,492,1.11,-0.17,8,3000,24,Get Loans Marketplace,37,Scotland,6,71,,1,1,1,3,82.0,0,0,0,0,9,5,0,0,0
32820,2020-05,874,705,566,-1.12,-0.13,2,5000,60,Best Loans Warehouse,34,Yorkshire and The Humber,6,72,9.0,0,1,0,2,65.0,0,0,0,0,5,1,0,2,0
32692,2020-09,632,502,362,-0.81,-1.41,16,12000,36,Direct,38,London,6,80,,0,0,0,6,8.0,0,0,1,60,8,6,2,0,0
