ID,application_date,generic_score,generic_score2,generic_score3,generic_score4,income_trend_score,indebtedness_score,loan_amount,loan_term,aggregator_group,age,region,social_accounts,social_score,job_sector,associate_flag,mortgage_flag,num_searches,num_accounts_closed,num_transactions,num_pi_records,num_months_pi_recorded,num_defaults,num_months_since_last_default,num_settled_good,num_settled_good_l6m,num_delinquents,num_of_revolving_accounts
62184,2020-11,747,963,1211,0.96,-0.8,12,6000,24,Best Loans Warehouse,27,South East,4,95,2.0,0,0,-2,3,51.0,0,0,1,56,4,1,1,3
57045,2021-11,607,530,999,-0.78,-1.54,26,15000,60,Loan Saving Expert,22,East of England,5,78,4.0,0,0,0,0,,0,0,0,0,9,9,0,0
57991,2021-12,1132,830,1610,1.46,1.24,1,14000,60,Best Loans Warehouse,40,South East,5,67,2.0,1,0,-2,4,32.0,0,0,0,0,1,1,0,2
57699,2020-07,782,824,786,-1.01,-0.61,16,6000,36,Best Loans Warehouse,38,East of England,1,34,6.0,1,0,-2,6,75.0,2,50,1,55,1,0,1,5
61328,2021-09,826,1029,286,1.06,-0.38,16,5000,48,Best Loans Warehouse,35,Yorkshire and The Humber,4,90,9.0,0,1,0,6,69.0,0,0,0,0,5,1,0,3
61862,2020-12,900,597,1354,1.16,0.01,5,2500,36,Best Loans Warehouse,51,Scotland,0,16,3.0,1,1,-2,3,47.0,0,0,0,0,9,1,1,1
57387,2020-10,882,575,480,1.14,-0.08,5,10000,60,Best Loans Warehouse,41,London,6,70,9.0,1,0,1,2,69.0,0,0,3,52,3,1,3,0
62545,2020-03,664,807,610,0.85,-1.24,30,1500,24,Best Loans Warehouse,30,Scotland,5,75,3.0,1,0,-2,1,70.0,0,0,2,33,1,0,2,2
57201,2021-05,835,1116,703,1.07,-0.33,19,20000,60,Get Loans Marketplace,26,South East,0,15,,1,1,-2,1,23.0,0,0,1,21,9,5,1,2
59072,2021-05,1074,569,1098,1.38,0.94,6,10000,60,Best Loans Warehouse,45,South West,2,39,1.0,0,1,0,6,60.0,0,0,0,0,9,3,0,2
61491,2020-08,928,930,530,1.19,0.16,2,12500,48,Best Loans Warehouse,26,London,3,54,1.0,0,0,0,3,1.0,0,0,0,0,1,1,0,1
59730,2021-12,759,556,953,-0.98,-0.74,16,5000,60,Best Loans Warehouse,46,West Midlands,4,62,2.0,1,1,1,2,24.0,0,0,0,0,9,2,0,2
58863,2020-09,671,631,103,-0.86,-1.2,46,2000,24,Best Loans Warehouse,47,South East,4,87,2.0,0,0,-2,1,56.0,0,0,6,15,6,2,8,0
60000,2020-10,1195,948,957,-1.54,1.58,1,5000,60,Best Loans Warehouse,42,North East,4,87,9.0,1,1,0,0,44.0,0,0,0,0,9,2,0,1
61797,2021-05,1162,900,872,1.5,1.4,1,7000,24,Best Loans Warehouse,35,East of England,4,96,8.0,1,1,-2,0,75.0,0,0,0,0,9,4,0,0
58455,2020-07,1009,1095,615,-1.3,0.59,2,9000,48,Best Loans Warehouse,36,East Midlands,3,76,7.0,0,0,1,0,25.0,0,0,0,0,9,6,0,2
58867,2020-07,707,579,947,0.91,-1.01,19,3000,36,Best Loans Warehouse,30,North East,6,89,9.0,0,0,-2,1,57.0,0,0,3,8,3,0,3,4
57993,2020-07,1084,632,750,1.4,0.99,1,15000,60,Loan Saving Expert,35,South West,5,63,2.0,1,0,0,5,51.0,0,0,0,0,9,2,0,3
58272,2021-03,1072,533,1472,1.38,0.93,1,5000,12,Best Loans Warehouse,25,South West,3,69,3.0,0,0,0,6,,0,0,0,0,4,0,0,2
57531,2021-03,720,520,208,-0.93,-0.94,12,3000,36,Best Loans Warehouse,24,South East,4,50,2.0,0,0,0,5,76.0,0,0,0,0,6,1,0,1
61593,2021-04,1111,730,627,1.43,1.13,2,7200,60,Other,41,South West,2,38,1.0,1,1,1,4,58.0,0,0,0,0,9,3,0,0
61128,2021-04,928,585,1358,1.19,0.16,8,15000,48,Get Loans Marketplace,42,East of England,0,10,,1,1,-2,3,84.0,0,0,0,0,9,5,0,2
60286,2020-10,777,591,383,-1.0,-0.64,12,10000,36,Best Loans Warehouse,44,East of England,3,73,3.0,0,0,0,1,41.0,0,0,0,0,9,4,0,3
60170,2021-09,873,867,1057,-1.12,-0.13,6,10000,24,Best Loans Warehouse,53,London,5,87,,0,0,-2,4,13.0,0,0,0,0,1,0,0,6
61904,2020-02,810,546,606,1.04,-0.46,26,8000,36,Best Loans Warehouse,58,East Midlands,5,93,8.0,0,1,0,0,69.0,1,63,3,56,9,3,3,4
59766,2020-05,886,840,336,-1.14,-0.06,4,2000,24,Best Loans Warehouse,52,East Midlands,5,95,8.0,1,1,-2,4,66.0,1,63,2,64,8,1,2,2
60193,2020-02,981,497,429,1.26,0.44,4,3000,12,Best Loans Warehouse,31,South East,6,112,2.0,0,0,-2,2,70.0,0,0,0,0,4,0,0,1
57948,2020-02,395,685,581,-0.51,-2.67,46,7000,30,Best Loans Warehouse,37,Wales,3,70,5.0,0,0,0,5,19.0,0,0,0,0,4,2,0,3
61063,2021-12,780,498,780,1.0,-0.62,46,2000,24,Get Loans Marketplace,52,Wales,2,51,,1,0,-2,3,72.0,0,0,1,47,3,1,1,0
59668,2020-07,1148,617,1370,1.48,1.33,2,2000,60,Other,35,South East,6,97,2.0,1,1,-2,0,65.0,0,0,0,0,7,4,0,0
57710,2020-08,900,579,1280,1.16,0.01,5,15000,36,Loan Saving Expert,36,Scotland,6,83,3.0,0,1,-2,3,26.0,0,0,4,57,4,2,4,1
58208,2020-03,767,1094,1293,0.99,-0.69,16,6000,60,Best Loans Warehouse,33,North West,6,83,7.0,0,0,-2,0,,0,0,0,0,9,2,0,4
58692,2020-07,900,1357,1020,-1.16,0.01,6,15000,60,Loan Saving Expert,46,London,6,78,1.0,0,1,-2,0,72.0,1,64,0,0,6,1,0,1
62495,2021-01,556,976,1086,0.72,-1.81,50,10000,24,Best Loans Warehouse,23,South West,1,25,5.0,0,0,0,4,98.0,0,0,0,0,4,1,0,3
57204,2021-05,874,632,826,-1.12,-0.13,4,1500,24,Best Loans Warehouse,55,London,5,70,2.0,1,0,-2,0,15.0,0,0,0,0,7,0,0,4
60042,2020-12,1025,636,1319,-1.32,0.68,4,10000,60,Best Loans Warehouse,58,North West,6,70,1.0,0,0,-2,3,44.0,0,0,0,0,2,1,0,1
61297,2021-10,894,992,1440,1.15,-0.02,4,8000,60,Best Loans Warehouse,54,East of England,0,10,8.0,0,0,-2,1,53.0,0,0,0,0,2,0,0,1
62493,2020-03,992,776,1052,1.28,0.5,4,7000,48,Best Loans Warehouse,48,Yorkshire and The Humber,0,13,5.0,1,0,-2,1,86.0,0,0,0,0,9,4,0,0
57217,2020-03,820,912,762,1.06,-0.41,12,5000,60,Best Loans Warehouse,38,North West,1,34,7.0,1,0,0,0,62.0,0,0,1,40,7,1,1,1
58293,2021-04,1012,1170,1074,1.3,0.61,4,10500,48,Best Loans Warehouse,35,South West,1,39,7.0,1,1,-2,3,92.0,0,0,0,0,9,1,0,2
58061,2021-12,894,708,570,1.15,-0.02,4,2000,12,Best Loans Warehouse,27,Yorkshire and The Humber,5,85,1.0,0,0,0,2,85.0,0,0,0,0,5,2,0,1
61016,2021-01,791,948,903,-1.02,-0.57,16,7000,60,Best Loans Warehouse,46,North West,4,93,1.0,0,0,0,1,,0,0,0,0,5,3,0,3
62489,2020-06,730,1092,676,-0.94,-0.89,5,6000,18,Best Loans Warehouse,38,London,6,114,5.0,0,0,-2,3,44.0,0,0,0,0,1,1,0,3
57937,2021-10,1034,810,448,-1.33,0.72,2,2000,24,Best Loans Warehouse,31,Yorkshire and The Humber,3,49,8.0,1,0,0,5,84.0,0,0,0,0,9,6,0,0
61320,2021-03,900,1039,1254,-1.16,0.01,8,2000,12,Best Loans Warehouse,28,Scotland,6,79,5.0,0,0,-2,1,47.0,0,0,5,47,9,1,5,0
60414,2021-03,1139,1029,1391,-1.47,1.28,1,5000,36,Best Loans Warehouse,51,Wales,6,98,9.0,1,1,-2,2,,0,0,0,0,1,1,0,0
61502,2020-09,1013,1033,489,1.3,0.61,8,11000,60,Get Loans Marketplace,43,East of England,6,110,,1,0,-2,5,40.0,0,0,0,0,6,2,0,2
60798,2021-07,900,649,1474,-1.16,0.01,8,6000,36,Best Loans Warehouse,22,North West,3,73,5.0,0,0,-2,2,,0,0,0,0,3,2,0,1
60197,2020-05,1257,747,1847,-1.62,1.91,1,15000,60,Best Loans Warehouse,27,South East,6,107,5.0,1,0,-2,2,86.0,0,0,0,0,9,3,0,1
58310,2021-01,939,807,677,1.21,0.22,10,2000,36,Best Loans Warehouse,24,North West,5,96,4.0,0,0,-2,6,47.0,0,0,0,0,2,1,0,1
58336,2021-05,1177,808,921,1.51,1.48,1,16000,48,Best Loans Warehouse,35,South West,6,101,3.0,1,1,-2,2,18.0,0,0,0,0,8,1,0,2
59188,2020-08,990,540,1480,-1.27,0.49,-2,5000,60,Best Loans Warehouse,38,Scotland,4,78,3.0,0,0,-2,6,11.0,0,0,0,0,2,1,0,0
61022,2021-09,651,637,307,-0.84,-1.31,46,3000,24,Other,42,Yorkshire and The Humber,1,21,2.0,1,1,-2,1,84.0,0,0,0,0,7,0,2,2
60947,2020-08,528,762,580,0.68,-1.96,26,1500,24,Get Loans Marketplace,23,South East,2,43,,0,0,0,0,47.0,0,0,0,0,4,1,0,-2
57508,2020-11,865,630,811,1.11,-0.17,12,5000,60,Loan Saving Expert,51,London,3,49,4.0,1,0,-2,4,94.0,0,0,0,0,7,0,1,1
59701,2020-08,895,585,457,-1.15,-0.01,4,11000,60,Best Loans Warehouse,29,Yorkshire and The Humber,6,126,1.0,0,0,-2,0,94.0,0,0,0,0,9,2,0,2
57729,2021-07,1086,779,712,-1.4,1.0,1,5000,60,Loan Saving Expert,47,North West,2,48,5.0,1,1,-2,3,48.0,0,0,0,0,9,1,0,1
57679,2020-04,878,962,1084,1.13,-0.1,8,7000,60,Best Loans Warehouse,37,Scotland,4,50,3.0,1,1,-2,2,77.0,0,0,0,0,7,1,0,2
60789,2021-08,690,726,644,-0.89,-1.1,16,5000,24,Best Loans Warehouse,33,West Midlands,2,54,2.0,1,0,-2,0,96.0,0,0,1,66,2,2,2,3
59716,2020-01,830,603,936,1.07,-0.36,2,10000,60,Other,30,Scotland,2,57,2.0,1,1,0,0,23.0,0,0,0,0,9,0,1,3
60817,2020-11,858,700,1432,1.1,-0.21,2,2000,48,Best Loans Warehouse,28,East of England,6,133,5.0,0,0,-2,2,89.0,1,71,0,0,3,1,0,1
60009,2020-03,805,763,767,-1.04,-0.49,16,2000,36,Best Loans Warehouse,39,Scotland,0,11,3.0,1,0,0,0,87.0,0,0,0,0,9,2,0,2
58591,2021-03,890,868,686,-1.15,-0.04,10,5000,48,Best Loans Warehouse,34,South East,1,32,4.0,1,0,-2,0,66.0,0,0,0,0,1,1,0,3
60719,2020-01,1247,434,1569,1.6,1.85,1,5000,18,Best Loans Warehouse,58,West Midlands,4,92,1.0,0,1,-2,6,19.0,0,0,0,0,3,0,0,1
59727,2021-12,661,1177,323,0.85,-1.26,16,4500,36,Best Loans Warehouse,30,East Midlands,6,81,2.0,0,0,0,2,84.0,0,0,0,0,8,1,0,2
62294,2020-04,1024,1280,1538,-1.32,0.67,1,7500,60,Loan Saving Expert,46,North West,4,86,2.0,0,1,-2,1,79.0,0,0,0,0,4,3,0,0
60296,2021-07,938,736,714,-1.21,0.21,4,15000,60,Other,21,Wales,3,57,8.0,0,0,0,4,5.0,0,0,0,0,4,2,0,0
57669,2020-07,880,569,606,1.13,-0.09,4,10000,48,Other,24,South West,2,53,4.0,1,1,-2,5,91.0,0,0,0,0,5,1,0,0
58629,2021-07,1189,826,1659,1.53,1.55,2,22300,48,Best Loans Warehouse,40,East of England,6,84,2.0,1,1,-2,2,25.0,0,0,0,0,9,1,0,1
61568,2021-05,811,854,1281,-1.04,-0.46,12,20000,24,Best Loans Warehouse,30,East Midlands,5,114,2.0,1,1,1,2,78.0,0,0,0,0,7,4,0,3
59272,2021-10,849,846,743,1.09,-0.26,12,3500,36,Best Loans Warehouse,30,North West,4,51,3.0,0,0,-2,0,6.0,0,0,0,0,9,6,0,3
58873,2020-01,813,743,1233,1.05,-0.45,16,15000,48,Best Loans Warehouse,34,West Midlands,5,113,8.0,0,0,-2,3,,0,0,0,0,2,0,0,2
58320,2020-02,1032,714,1116,1.33,0.71,2,6000,60,Other,44,South East,1,31,,1,1,0,4,36.0,0,0,0,0,9,5,0,4
61146,2020-08,716,649,1188,-0.92,-0.96,16,7000,36,Best Loans Warehouse,45,South East,2,42,4.0,0,0,-2,1,6.0,0,0,0,0,0,0,0,4
62131,2021-03,692,917,502,-0.89,-1.09,16,5000,24,Best Loans Warehouse,35,West Midlands,3,67,2.0,0,0,0,3,19.0,0,0,0,0,9,4,0,2
61732,2021-07,718,554,486,-0.92,-0.95,10,2000,24,Best Loans Warehouse,21,West Midlands,2,34,5.0,0,0,0,4,29.0,0,0,0,0,0,0,0,0
58659,2021-08,828,855,1282,-1.07,-0.37,6,3000,36,Best Loans Warehouse,42,London,3,65,,0,0,0,5,83.0,0,0,0,0,1,0,0,1
61805,2020-02,733,995,175,-0.94,-0.87,30,1500,12,Best Loans Warehouse,32,Scotland,0,15,4.0,0,0,-2,4,56.0,0,0,1,28,9,4,1,1
58352,2021-10,945,549,1303,-1.22,0.25,3,5000,30,Best Loans Warehouse,24,North West,6,84,9.0,0,0,-2,1,40.0,0,0,0,0,0,0,0,-2
60445,2020-10,814,1146,232,1.05,-0.44,16,3500,48,Best Loans Warehouse,26,East of England,2,35,9.0,0,0,-2,0,52.0,0,0,0,0,5,0,0,2
62448,2020-08,914,735,1432,1.18,0.09,2,2000,48,Other,42,South West,4,81,,0,0,-2,0,62.0,0,0,0,0,9,2,0,2
61618,2020-10,786,983,406,-1.01,-0.59,12,8500,48,Best Loans Warehouse,39,Scotland,0,19,1.0,0,0,0,3,11.0,0,0,0,0,8,5,0,3
60132,2021-03,900,1103,604,-1.16,0.01,-2,20000,36,Best Loans Warehouse,28,West Midlands,2,38,5.0,0,0,-2,3,33.0,0,0,1,50,0,0,1,0
58810,2021-12,807,708,587,-1.04,-0.48,6,7000,12,Other,42,South West,6,124,3.0,0,1,0,5,45.0,0,0,0,0,9,1,0,3
59024,2020-03,1055,648,629,1.36,0.83,3,4500,30,Best Loans Warehouse,27,East of England,2,32,6.0,0,0,-2,3,23.0,0,0,0,0,9,3,0,2
56957,2020-10,1157,872,747,1.49,1.38,1,4000,36,Best Loans Warehouse,40,South West,4,70,1.0,0,0,-2,5,,0,0,0,0,6,1,0,2
59129,2020-02,871,1020,665,1.12,-0.14,12,1500,48,Loan Saving Expert,47,North East,3,63,3.0,1,1,0,1,35.0,0,0,0,0,5,1,0,-2
57129,2021-12,879,784,1091,1.13,-0.1,10,2000,12,Best Loans Warehouse,29,Yorkshire and The Humber,6,89,2.0,0,0,-2,2,96.0,0,0,0,0,5,2,0,0
61257,2021-04,1205,842,937,-1.55,1.63,0,13000,48,Best Loans Warehouse,28,East of England,2,34,5.0,1,1,-2,0,70.0,0,0,0,0,3,0,0,1
57087,2020-11,1209,723,1233,-1.56,1.65,0,3000,48,Get Loans Marketplace,58,East Midlands,6,130,,1,0,-2,1,39.0,0,0,0,0,6,1,0,1
59428,2020-03,590,1227,1174,0.76,-1.63,26,5000,30,Best Loans Warehouse,44,Wales,1,21,6.0,0,0,-2,2,54.0,0,0,0,0,0,0,0,3
58371,2020-06,993,874,1227,-1.28,0.51,5,3000,12,Best Loans Warehouse,37,Yorkshire and The Humber,6,101,3.0,1,1,-2,0,79.0,0,0,0,0,9,3,0,1
62065,2021-12,1094,944,1522,-1.41,1.04,0,6000,60,Best Loans Warehouse,30,West Midlands,4,57,5.0,1,1,-2,3,49.0,0,0,0,0,6,1,0,0
61535,2020-07,875,676,947,1.13,-0.12,4,4000,36,Loan Saving Expert,30,North West,5,78,9.0,1,0,-2,5,4.0,0,0,0,0,9,1,0,2
60006,2021-07,1023,1093,573,1.32,0.67,4,3000,24,Best Loans Warehouse,44,Scotland,5,96,8.0,0,1,0,0,,0,0,0,0,9,3,0,3
60609,2021-03,900,900,648,1.16,0.01,0,2500,12,Best Loans Warehouse,39,North West,6,83,2.0,0,1,-2,4,78.0,0,0,0,0,7,1,1,1
60506,2021-11,792,1222,928,1.02,-0.56,12,7500,12,Loan Saving Expert,25,Scotland,0,14,2.0,0,0,0,4,46.0,0,0,0,0,9,5,0,0
58956,2021-04,778,1140,332,1.0,-0.63,12,1800,12,Best Loans Warehouse,37,East Midlands,4,86,5.0,0,0,-2,6,5.0,0,0,0,0,3,1,0,2
61380,2020-05,540,730,468,-0.69,-1.9,46,2500,18,Best Loans Warehouse,23,South East,6,139,5.0,0,0,0,3,,0,0,1,22,0,0,1,0
61419,2021-07,820,723,896,-1.06,-0.41,30,7000,48,Loan Saving Expert,30,Scotland,6,114,6.0,1,1,-2,0,78.0,0,0,0,27,9,1,0,1
60048,2020-10,934,461,1238,1.2,0.19,4,10000,60,Best Loans Warehouse,51,North West,5,86,3.0,1,1,0,2,4.0,0,0,0,0,8,0,0,2
59301,2020-09,817,899,995,-1.05,-0.43,10,2500,12,Best Loans Warehouse,26,South East,6,111,3.0,1,0,0,6,88.0,0,0,0,0,9,2,0,2
59065,2020-08,790,713,668,1.02,-0.57,8,2000,18,Best Loans Warehouse,56,North East,6,105,9.0,1,0,-2,6,13.0,1,48,1,58,6,3,1,3
60362,2021-04,1072,624,1580,1.38,0.93,2,3000,24,Best Loans Warehouse,38,London,6,84,2.0,0,0,-2,4,18.0,0,0,0,0,1,0,0,1
60674,2021-08,570,1082,884,0.73,-1.74,16,3000,36,Other,31,West Midlands,4,75,,0,0,-2,0,,0,0,0,0,1,1,0,0
61594,2020-01,964,546,552,-1.24,0.35,4,5000,24,Get Loans Marketplace,28,East Midlands,5,109,,0,0,-2,5,74.0,0,0,0,0,6,1,0,0
60268,2021-10,1099,830,799,-1.41,1.07,4,6000,36,Best Loans Warehouse,29,South East,2,55,2.0,1,1,-2,1,44.0,0,0,0,0,9,0,0,4
57356,2021-05,880,630,322,1.13,-0.09,0,12000,48,Best Loans Warehouse,51,South East,4,90,9.0,1,0,0,4,,0,0,0,0,9,3,3,1
60717,2020-11,719,519,537,0.93,-0.95,12,6000,60,Best Loans Warehouse,50,North West,1,35,1.0,1,1,-2,4,88.0,0,0,0,0,5,1,0,4
60355,2020-08,900,586,960,-1.16,0.01,12,2000,24,Best Loans Warehouse,51,East Midlands,1,32,9.0,1,1,-2,0,10.0,0,0,2,70,2,0,2,2
59714,2020-12,864,853,1064,1.11,-0.18,4,10000,60,Loan Saving Expert,37,North West,4,64,1.0,0,0,0,0,82.0,0,0,0,0,9,2,0,3
59657,2020-07,1231,540,823,-1.58,1.77,1,10000,60,Best Loans Warehouse,45,Scotland,4,68,6.0,1,0,-2,4,66.0,0,0,0,0,8,6,0,1
60643,2021-05,732,638,248,0.94,-0.88,26,7500,48,Best Loans Warehouse,34,Yorkshire and The Humber,4,78,6.0,0,0,-2,6,99.0,0,0,0,0,4,0,0,6
59941,2021-01,771,994,269,-0.99,-0.67,12,10000,60,Best Loans Warehouse,58,South East,6,82,6.0,0,0,0,2,68.0,0,0,0,0,4,2,0,4
57696,2020-11,1140,1100,1516,1.47,1.29,1,10000,36,Best Loans Warehouse,59,London,0,16,9.0,1,1,-2,3,34.0,0,0,0,0,6,3,0,3
60449,2021-01,692,892,1208,-0.89,-1.09,26,4000,30,Best Loans Warehouse,49,Scotland,2,38,3.0,0,0,-2,5,,1,44,0,0,9,3,1,2
58816,2021-12,1039,664,1341,1.34,0.75,4,3000,24,Other,52,Yorkshire and The Humber,4,70,3.0,0,1,-2,5,75.0,0,0,0,0,9,6,0,3
57397,2021-03,650,924,854,0.84,-1.31,26,2500,36,Best Loans Warehouse,52,South West,4,68,6.0,1,0,-2,1,31.0,0,0,0,0,9,5,0,11
61113,2021-06,1044,1155,1396,1.34,0.78,4,11000,12,Best Loans Warehouse,40,West Midlands,5,117,3.0,1,0,-2,4,,0,0,0,0,5,1,0,2
58957,2020-05,1054,883,510,-1.36,0.83,1,5000,60,Other,47,South West,6,133,2.0,0,1,-2,2,24.0,0,0,0,0,7,0,0,0
57306,2020-09,794,1258,914,1.02,-0.55,12,6700,60,Best Loans Warehouse,40,North West,6,98,7.0,0,1,-2,6,13.0,0,0,0,0,9,3,0,4
59391,2021-09,853,662,1399,1.1,-0.24,5,5000,60,Best Loans Warehouse,49,West Midlands,4,69,9.0,0,0,0,6,33.0,0,0,1,46,4,0,1,2
59557,2021-10,904,521,952,1.16,0.03,10,25000,24,Best Loans Warehouse,44,London,3,74,3.0,1,0,-2,6,17.0,0,0,0,0,6,2,0,0
59903,2020-08,589,1069,935,0.76,-1.64,16,3000,36,Other,23,South West,5,90,7.0,0,0,1,3,27.0,0,0,0,0,4,1,0,0
60396,2021-02,990,567,1238,1.27,0.49,4,5000,60,Best Loans Warehouse,22,Wales,5,89,6.0,0,0,-2,0,5.0,0,0,0,0,3,1,0,2
58267,2020-03,820,528,626,-1.06,-0.41,12,7500,60,Best Loans Warehouse,25,South West,1,39,2.0,0,0,0,4,72.0,0,0,0,0,3,1,0,2
60862,2021-03,839,600,1393,-1.08,-0.31,8,15000,36,Best Loans Warehouse,44,Yorkshire and The Humber,6,84,6.0,1,1,2,0,,0,0,0,0,1,1,0,0
61804,2020-02,788,512,876,1.01,-0.58,16,10000,36,Best Loans Warehouse,50,West Midlands,5,99,2.0,0,0,-2,6,89.0,0,0,0,0,9,2,0,3
61649,2021-06,900,686,1176,1.16,0.01,-3,10000,60,Best Loans Warehouse,42,Wales,4,99,7.0,0,1,-2,6,7.0,0,0,1,25,9,7,1,0
60082,2021-09,865,1078,1253,1.11,-0.17,26,20000,60,Other,52,South East,6,74,,1,1,-2,1,51.0,0,0,0,0,4,0,0,7
60531,2020-11,1082,661,520,-1.39,0.98,1,9000,48,Best Loans Warehouse,24,Scotland,4,68,8.0,0,1,-2,2,35.0,0,0,0,0,9,2,0,0
60390,2020-01,724,711,418,0.93,-0.92,26,3500,36,Best Loans Warehouse,34,West Midlands,4,68,9.0,1,0,-2,4,75.0,0,0,1,71,9,4,1,2
59338,2020-07,841,918,1045,-1.08,-0.3,12,10000,60,Best Loans Warehouse,43,South West,3,79,9.0,1,1,-2,5,77.0,0,0,1,22,9,4,2,0
59652,2020-10,610,816,574,0.79,-1.53,30,3000,30,Best Loans Warehouse,48,North West,5,85,1.0,1,0,-2,3,58.0,0,0,1,15,1,0,1,3
62092,2021-07,1264,1116,1624,-1.63,1.94,1,15000,36,Best Loans Warehouse,38,Wales,0,12,6.0,1,1,-2,4,8.0,0,0,0,0,9,4,0,1
59317,2020-12,755,770,1273,-0.97,-0.76,26,5000,60,Best Loans Warehouse,54,Scotland,1,20,5.0,1,0,-2,1,66.0,0,0,0,0,0,0,0,0
59091,2021-06,900,1101,1314,-1.16,0.01,2,10000,60,Best Loans Warehouse,59,East Midlands,5,110,8.0,1,0,-2,6,65.0,0,0,1,67,5,1,1,2
57256,2021-01,993,712,1295,1.28,0.51,1,12000,60,Other,56,North West,3,69,2.0,1,0,0,4,28.0,0,0,0,0,7,1,0,2
59532,2021-02,897,550,425,-1.15,-0.0,3,4000,36,Best Loans Warehouse,46,North West,6,96,7.0,0,0,-2,1,22.0,0,0,0,0,4,2,0,2
57165,2020-04,1054,786,610,1.36,0.83,2,5000,36,Best Loans Warehouse,43,Scotland,5,107,6.0,0,0,-2,3,,0,0,0,0,0,0,0,0
56998,2020-10,1082,788,1048,1.39,0.98,1,15000,60,Best Loans Warehouse,28,South East,6,70,2.0,1,1,-2,0,80.0,0,0,0,0,0,0,0,0
62538,2021-09,711,597,123,0.92,-0.99,16,2000,12,Best Loans Warehouse,39,South East,5,108,9.0,1,0,0,0,59.0,0,0,0,0,9,1,0,1
58697,2021-09,840,1247,512,-1.08,-0.31,12,7000,60,Best Loans Warehouse,27,Scotland,0,10,4.0,0,0,0,5,36.0,0,0,0,0,4,2,0,0
60753,2021-04,1138,671,1376,1.46,1.28,1,3000,60,Best Loans Warehouse,54,West Midlands,6,113,1.0,1,1,0,1,13.0,0,0,0,0,9,0,0,2
59136,2020-02,610,892,100,-0.79,-1.53,26,3000,24,Best Loans Warehouse,48,London,3,44,1.0,0,0,0,0,92.0,1,70,0,0,5,2,0,2
58793,2021-12,852,531,1088,-1.1,-0.24,16,2000,18,Best Loans Warehouse,38,South East,0,12,4.0,1,0,-2,6,89.0,0,0,2,36,5,3,2,1
60003,2021-05,1012,715,492,1.3,0.61,8,2000,12,Best Loans Warehouse,25,London,5,105,9.0,0,0,-2,6,3.0,0,0,0,0,6,0,0,2
58085,2020-08,948,1037,1084,-1.22,0.27,4,15000,30,Best Loans Warehouse,54,Yorkshire and The Humber,2,32,2.0,0,1,1,5,,0,0,0,0,3,1,0,1
59016,2020-02,773,455,393,0.99,-0.66,12,2000,12,Best Loans Warehouse,27,London,1,20,2.0,0,0,-2,1,8.0,0,0,0,0,9,5,0,3
61493,2021-01,915,728,1185,1.18,0.09,5,4000,24,Best Loans Warehouse,24,South East,6,113,9.0,0,0,-2,4,,0,0,0,0,1,0,0,0
62219,2020-11,751,831,1299,0.97,-0.78,16,2300,36,Best Loans Warehouse,27,North West,6,138,7.0,1,0,0,2,97.0,0,0,0,0,1,0,0,0
57932,2020-11,844,808,880,-1.09,-0.28,6,10000,56,Other,27,Scotland,1,35,2.0,0,0,-2,6,32.0,0,0,0,0,8,3,0,2
57272,2020-01,620,914,1196,0.8,-1.47,16,7000,24,Best Loans Warehouse,38,London,2,47,2.0,0,0,-2,0,33.0,0,0,0,0,5,2,0,3
57224,2021-10,1009,589,1395,1.3,0.59,4,12000,60,Loan Saving Expert,32,South West,4,56,2.0,1,1,-2,4,63.0,0,0,0,0,9,2,0,0
61312,2021-10,770,528,1148,0.99,-0.68,8,2100,18,Best Loans Warehouse,22,East Midlands,6,129,5.0,0,0,0,0,47.0,0,0,0,0,2,1,0,0
61800,2021-05,743,705,1277,0.96,-0.82,26,5000,36,Best Loans Warehouse,40,South West,6,76,6.0,0,0,0,2,33.0,0,0,0,0,9,0,0,1
58549,2020-10,1208,722,1446,-1.55,1.65,3,20000,60,Other,45,East of England,2,34,2.0,1,1,1,5,25.0,0,0,0,0,9,5,0,1
58052,2020-12,1208,965,1704,-1.55,1.65,1,15000,60,Best Loans Warehouse,53,London,0,14,4.0,1,1,-2,1,88.0,0,0,0,0,4,2,0,1
59185,2021-11,890,710,1348,1.15,-0.04,6,6000,60,Best Loans Warehouse,34,South West,0,19,2.0,0,0,-2,5,98.0,0,0,0,0,6,0,0,2
60597,2021-05,900,570,424,1.16,0.01,2,12000,60,Best Loans Warehouse,60,West Midlands,0,11,2.0,0,0,0,6,26.0,1,63,0,0,9,4,0,0
57119,2020-03,570,715,992,-0.73,-1.74,26,25000,60,Loan Saving Expert,46,South East,1,30,2.0,1,1,0,1,34.0,0,0,0,0,9,0,0,7
62058,2021-12,904,571,814,-1.16,0.03,8,7500,60,Best Loans Warehouse,48,West Midlands,2,36,1.0,1,1,0,0,8.0,0,0,0,0,9,3,0,3
58068,2021-09,1060,867,700,-1.36,0.86,2,5000,36,Other,29,North West,6,124,2.0,1,1,-2,6,11.0,0,0,0,0,9,0,0,1
60903,2021-06,959,600,1127,-1.23,0.33,4,5000,36,Best Loans Warehouse,33,North East,5,69,9.0,0,0,-2,1,5.0,0,0,0,0,3,1,0,-2
57208,2021-09,734,629,738,-0.94,-0.87,16,8000,60,Best Loans Warehouse,27,South East,2,51,9.0,0,0,-2,6,45.0,0,0,0,0,4,3,0,3
